w	d	t_history	r_history	delta_t	p_recall	total_cnt
injured	6	0	0	1	0.6491	171
injury	4	0	0	1	0.7415	3134
injustice	2	0	0	1	0.8268	231
ink	4	0	0	1	0.7274	3280
inlaid	5	0	0	1	0.6704	179
inland	1	0	0	1	0.8991	2260
inmate	6	0	0	1	0.6197	1236
inmost	1	0	0	1	0.9197	137
inn	6	0	0	1	0.6458	5714
inner	3	0	0	1	0.79	5858
innermost	2	0	0	1	0.8056	1224
innocence	5	0	0	1	0.6552	986
innocuous	9	0	0	1	0.4919	248
innovate	6	0	0	1	0.6184	3339
innovative	6	0	0	1	0.625	4349
innovator	4	0	0	1	0.7339	763
innumerable	2	0	0	1	0.8084	3910
inoculate	9	0	0	1	0.4902	661
inoffensive	5	0	0	1	0.6838	136
inordinate	10	0	0	1	0.3878	343
input	2	0	0	1	0.8319	2368
insanity	8	0	0	1	0.5311	836
inscribe	7	0	0	1	0.5882	850
inscrutable	10	0	0	1	0.4198	131
insecurity	3	0	0	1	0.785	1781
insensitivity	4	0	0	1	0.7155	2077
inseparable	5	0	0	1	0.6865	252
insidious	10	0	0	1	0.4146	3753
insight	6	0	0	1	0.6189	8476
insightful	6	0	0	1	0.6432	3372
insincere	4	0	0	1	0.7245	922
insinuate	10	0	0	1	0.3281	506
insistent	4	0	0	1	0.7036	388
insolent	10	0	0	1	0.4496	694
insomnia	7	0	0	1	0.5931	494
insomuch	2	0	0	1	0.8005	381
inspector	6	0	0	1	0.6274	1009
inspiration	5	0	0	1	0.6871	3337
inspirational	5	0	0	1	0.6914	337
inspired	7	0	0	1	0.5652	115
inspiring	3	0	0	1	0.7912	407
inspirit	3	0	0	1	0.7791	172
instal	5	0	0	1	0.6968	3067
install	7	0	0	1	0.5786	6135
installation	7	0	0	1	0.5973	3534
instalment	8	0	0	1	0.544	4893
instance	9	0	0	1	0.4868	10455
instantaneous	6	0	0	1	0.6318	5358
instantly	6	0	0	1	0.6314	2816
instead	6	0	0	1	0.61	3033
instep	4	0	0	1	0.7228	184
instil	8	0	0	1	0.5472	466
instinct	9	0	0	1	0.4715	10751
instinctive	7	0	0	1	0.5784	1238
instinctual	5	0	0	1	0.6565	294
institute	8	0	0	1	0.5316	9967
institution	8	0	0	1	0.5316	8942
instruct	7	0	0	1	0.5643	8543
instruction	8	0	0	1	0.5378	7505
instrument	7	0	0	1	0.5656	8114
instrumental	4	0	0	1	0.7192	2849
instrumentalist	3	0	0	1	0.7648	778
instrumentally	8	0	0	1	0.5089	1010
insubordinate	8	0	0	1	0.5288	191
insufficient	5	0	0	1	0.6696	3090
insulator	7	0	0	1	0.561	426
insulin	4	0	0	1	0.7095	296
insult	9	0	0	1	0.4834	10223
insulting	5	0	0	1	0.66	100
insurer	2	0	0	1	0.8041	194
insurgency	10	0	0	1	0.4212	292
insurgent	10	0	0	1	0.3854	986
insurmountable	7	0	0	1	0.5691	608
intake	3	0	0	1	0.755	5599
intangible	7	0	0	1	0.566	3661
integer	6	0	0	1	0.6075	1330
integral	9	0	0	1	0.4679	5833
integrity	10	0	0	1	0.4476	10482
intellect	2	0	0	1	0.8234	2304
intellectual	4	0	0	1	0.7248	7413
intended	4	0	0	1	0.7205	644
intensified	8	0	0	1	0.5175	143
intentionally	6	0	0	1	0.6057	2871
inter	5	0	0	1	0.6941	170
interact	5	0	0	1	0.6576	7088
interbreed	3	0	0	1	0.7625	160
intercede	9	0	0	1	0.4628	188
intercept	9	0	0	1	0.4737	608
intercontinental	3	0	0	1	0.777	139
interdependent	1	0	0	1	0.8659	328
interdisciplinary	3	0	0	1	0.77	200
interested	2	0	0	1	0.8211	285
interface	5	0	0	1	0.6765	4742
interfere	7	0	0	1	0.5703	10345
interim	10	0	0	1	0.4078	8656
interject	5	0	0	1	0.6903	310
interjection	5	0	0	1	0.6786	168
interlock	1	0	0	1	0.9011	273
intermediary	6	0	0	1	0.614	1197
intermediate	5	0	0	1	0.6518	5801
interment	10	0	0	1	0.4469	179
intermittently	8	0	0	1	0.5213	493
internship	5	0	0	1	0.6667	753
interpret	8	0	0	1	0.508	10775
interprovincial	2	0	0	1	0.8426	1512
interrelate	3	0	0	1	0.7778	117
interrelated	5	0	0	1	0.6789	246
interrogate	10	0	0	1	0.4063	1302
interrogation	10	0	0	1	0.4031	655
interrupt	7	0	0	1	0.5842	5502
interrupted	5	0	0	1	0.6863	408
intersection	7	0	0	1	0.5751	5161
interstellar	5	0	0	1	0.6678	283
intertwine	5	0	0	1	0.6724	290
interval	9	0	0	1	0.4693	7952
intervene	7	0	0	1	0.5836	6976
intervening	3	0	0	1	0.768	125
interviewer	1	0	0	1	0.87	577
intimacy	7	0	0	1	0.5754	2235
intimate	9	0	0	1	0.4932	11711
intimation	9	0	0	1	0.4882	635
intimidate	10	0	0	1	0.4043	8404
intimidating	9	0	0	1	0.4785	1931
intimidation	10	0	0	1	0.4469	866
into	1	0	0	1	0.8518	749
intolerable	6	0	0	1	0.6118	170
intolerant	3	0	0	1	0.7619	168
intonation	8	0	0	1	0.5268	410
intoxicant	6	0	0	1	0.6163	172
intranet	5	0	0	1	0.6907	1125
intravenous	6	0	0	1	0.6396	222
intricate	10	0	0	1	0.4467	9637
intrinsic	10	0	0	1	0.435	8656
intrinsically	7	0	0	1	0.5556	774
introduce	5	0	0	1	0.6712	2515
introduction	5	0	0	1	0.6864	2570
introductory	4	0	0	1	0.7052	1720
introspect	6	0	0	1	0.625	240
introspection	6	0	0	1	0.6257	700
introverted	5	0	0	1	0.68	100
intruder	6	0	0	1	0.6154	572
intrusive	8	0	0	1	0.5391	1942
intuitive	8	0	0	1	0.539	5006
intuitively	5	0	0	1	0.6714	703
inure	8	0	0	1	0.5283	212
invalid	7	0	0	1	0.5788	4839
invaluable	2	0	0	1	0.8196	2728
invasion	8	0	0	1	0.5431	6196
inveigh	10	0	0	1	0.4138	116
invention	4	0	0	1	0.7051	3812
inventor	2	0	0	1	0.8009	934
inventory	9	0	0	1	0.466	7957
inverse	5	0	0	1	0.6807	3185
invert	8	0	0	1	0.5435	6541
investigate	7	0	0	1	0.5702	9612
investigation	6	0	0	1	0.6247	3499
investigator	5	0	0	1	0.6857	1753
investment	5	0	0	1	0.6627	5221
investor	3	0	0	1	0.7673	1994
invidious	10	0	0	1	0.3163	430
invigilate	8	0	0	1	0.5172	203
invigorate	6	0	0	1	0.6141	539
inviolable	8	0	0	1	0.5125	439
invisible	5	0	0	1	0.6729	6004
invitation	4	0	0	1	0.743	3090
invite	4	0	0	1	0.7282	3164
inviting	3	0	0	1	0.7643	526
invoke	10	0	0	1	0.3931	5090
involved	6	0	0	1	0.6363	1207
involvement	7	0	0	1	0.5534	3603
invulnerable	4	0	0	1	0.7481	135
iodide	6	0	0	1	0.6087	161
iodine	4	0	0	1	0.7034	236
irate	5	0	0	1	0.6597	144
iridescent	7	0	0	1	0.5864	162
iris	4	0	0	1	0.7277	797
irksome	6	0	0	1	0.6235	162
iron	4	0	0	1	0.7053	3481
ironic	5	0	0	1	0.685	3362
ironically	5	0	0	1	0.6842	2546
irradicable	7	0	0	1	0.5794	107
irrational	7	0	0	1	0.5961	3610
irreconcilable	6	0	0	1	0.6085	235
irreducible	4	0	0	1	0.7378	164
irrelevant	4	0	0	1	0.703	3192
irreparable	5	0	0	1	0.6966	356
irreplaceable	2	0	0	1	0.8444	135
irreproducibility	4	0	0	1	0.7419	767
irresistible	6	0	0	1	0.6439	1053
irresolute	7	0	0	1	0.5764	144
irresponsible	5	0	0	1	0.6667	579
irreversible	6	0	0	1	0.6441	1006
irrevocable	9	0	0	1	0.4672	655
irrigation	7	0	0	1	0.558	5167
irritate	10	0	0	1	0.431	8235
irritated	8	0	0	1	0.5179	363
irritation	7	0	0	1	0.5831	782
island	1	0	0	1	0.8559	1568
isolate	6	0	0	1	0.6372	6191
isolation	5	0	0	1	0.6569	889
isotherm	7	0	0	1	0.5735	136
isothermal	6	0	0	1	0.6311	122
italic	6	0	0	1	0.6278	755
italics	6	0	0	1	0.6481	108
itch	6	0	0	1	0.6283	374
itinerant	10	0	0	1	0.439	385
its	1	0	0	1	0.9055	254
jack	8	0	0	1	0.535	1043
jade	6	0	0	1	0.6067	511
jail	4	0	0	1	0.705	5095
jar	8	0	0	1	0.5299	5409
jarring	6	0	0	1	0.6034	116
jasmine	6	0	0	1	0.6318	296
jaw	6	0	0	1	0.6399	6623
jaywalk	4	0	0	1	0.7077	260
jaywalker	2	0	0	1	0.8222	180
jealous	5	0	0	1	0.6564	6490
jeans	1	0	0	1	0.859	1128
jeep	1	0	0	1	0.9251	347
jeopardise	9	0	0	1	0.4615	1194
jeopardize	9	0	0	1	0.4591	2126
jerk	9	0	0	1	0.4707	2284
jerky	7	0	0	1	0.5617	324
jetlag	6	0	0	1	0.6085	1244
jewel	3	0	0	1	0.7773	3579
jewellery	3	0	0	1	0.7946	1787
jewelry	3	0	0	1	0.7928	2003
jigsaw	7	0	0	1	0.5944	360
jockey	10	0	0	1	0.4398	1080
jocose	7	0	0	1	0.5867	150
jogging	3	0	0	1	0.7708	144
joke	3	0	0	1	0.7892	1281
jolly	3	0	0	1	0.7809	3838
jostle	10	0	0	1	0.447	812
journal	4	0	0	1	0.7176	8024
journalistic	2	0	0	1	0.8402	1327
journey	4	0	0	1	0.7296	3709
joyful	1	0	0	1	0.8721	172
joyfully	2	0	0	1	0.8462	117
joyous	2	0	0	1	0.812	415
jubilant	8	0	0	1	0.5073	546
judgement	5	0	0	1	0.6731	1866
judgment	4	0	0	1	0.7008	1818
judicial	4	0	0	1	0.702	3909
judicious	7	0	0	1	0.5577	918
juggle	9	0	0	1	0.4758	4647
juicy	2	0	0	1	0.8403	626
junior	3	0	0	1	0.7593	5331
jurisdiction	8	0	0	1	0.5239	6587
jury	7	0	0	1	0.5907	8556
just	3	0	0	1	0.7827	962
juxtapose	8	0	0	1	0.5494	395
karate	7	0	0	1	0.5602	241
keel	9	0	0	1	0.4739	211
keen	8	0	0	1	0.534	9517
keep	2	0	0	1	0.8022	460
keeper	2	0	0	1	0.8182	264
ken	7	0	0	1	0.5954	346
kept	4	0	0	1	0.75	172
kerosene	10	0	0	1	0.416	399
key	1	0	0	1	0.8845	563
keyhole	2	0	0	1	0.8067	119
keynote	4	0	0	1	0.7037	135
keystone	2	0	0	1	0.8398	181
kidnapper	4	0	0	1	0.7206	204
kidney	6	0	0	1	0.6113	4867
kill	2	0	0	1	0.8473	727
kiln	9	0	0	1	0.4805	154
kilo	1	0	0	1	0.9051	1128
kilobyte	2	0	0	1	0.83	100
kilocycle	3	0	0	1	0.7871	404
kilogram	1	0	0	1	0.9184	1839
kilogramme	1	0	0	1	0.9462	539
kilometre	1	0	0	1	0.905	400
kilowatt	1	0	0	1	0.8959	394
kin	5	0	0	1	0.6894	6413
kind	4	0	0	1	0.7488	1720
kindergarten	1	0	0	1	0.8757	3403
kindle	5	0	0	1	0.696	658
kindling	6	0	0	1	0.6457	127
king	1	0	0	1	0.8925	307
kingdom	1	0	0	1	0.9336	1567
kiss	1	0	0	1	0.9634	164
kitchen	2	0	0	1	0.8173	1746
knack	8	0	0	1	0.5385	663
knapsack	5	0	0	1	0.678	177
kneel	1	0	0	1	0.8555	5507
knit	6	0	0	1	0.607	7145
knives	1	0	0	1	0.8591	433
knob	6	0	0	1	0.6259	4873
knock	4	0	0	1	0.7101	2818
knot	6	0	0	1	0.6267	6111
knowledge	1	0	0	1	0.8567	928
knuckle	6	0	0	1	0.6355	535
koala	2	0	0	1	0.8168	262
laboratory	4	0	0	1	0.7336	6666
labyrinth	10	0	0	1	0.3849	465
lacerate	7	0	0	1	0.5531	179
lachrymose	10	0	0	1	0.3973	146
lacquer	9	0	0	1	0.492	313
laden	8	0	0	1	0.5263	114
lag	8	0	0	1	0.53	9867
lager	5	0	0	1	0.6968	155
lain	3	0	0	1	0.7564	353
lake	4	0	0	1	0.7249	2181
lambaste	9	0	0	1	0.465	157
lame	8	0	0	1	0.5173	7141
lament	10	0	0	1	0.4324	1057
laminate	10	0	0	1	0.4386	171
laminated	10	0	0	1	0.4225	516
lance	10	0	0	1	0.4385	1081
land	3	0	0	1	0.7823	1681
landfill	3	0	0	1	0.755	653
landlord	3	0	0	1	0.7578	5261
landmark	3	0	0	1	0.7924	2269
landowner	1	0	0	1	0.8631	577
landscape	5	0	0	1	0.6844	6509
landslide	4	0	0	1	0.7066	484
landward	2	0	0	1	0.8201	189
language	3	0	0	1	0.7877	810
lantern	5	0	0	1	0.6925	3467
laptop	4	0	0	1	0.7446	5235
larceny	10	0	0	1	0.3482	112
large	4	0	0	1	0.7371	871
largely	4	0	0	1	0.7432	2847
lark	8	0	0	1	0.5037	270
larva	7	0	0	1	0.5657	799
laryngitis	6	0	0	1	0.6049	162
laser	7	0	0	1	0.5672	6012
lash	9	0	0	1	0.484	5454
lass	6	0	0	1	0.6429	1770
lassitude	9	0	0	1	0.4583	192
latch	9	0	0	1	0.4908	381
late	4	0	0	1	0.7114	1223
lately	4	0	0	1	0.7482	2621
latent	10	0	0	1	0.4265	5595
lateral	8	0	0	1	0.5218	5814
laterality	5	0	0	1	0.6585	325
latest	4	0	0	1	0.7371	1377
lathe	9	0	0	1	0.467	227
laud	6	0	0	1	0.6283	191
laughter	1	0	0	1	0.9102	1203
laundry	6	0	0	1	0.6255	6331
law	3	0	0	1	0.7621	1383
lawn	7	0	0	1	0.5751	6437
lawsuit	3	0	0	1	0.791	6013
lay	3	0	0	1	0.7601	4981
layman	4	0	0	1	0.7102	5807
lazy	2	0	0	1	0.8083	887
leader	2	0	0	1	0.8187	717
leaflet	4	0	0	1	0.7016	5527
league	8	0	0	1	0.5091	6358
leakage	4	0	0	1	0.7454	3292
learn	3	0	0	1	0.772	443
learned	1	0	0	1	0.8688	861
learning	1	0	0	1	0.8978	186
least	3	0	0	1	0.7805	2624
leave	4	0	0	1	0.7455	1285
leaven	9	0	0	1	0.4853	136
leaves	2	0	0	1	0.819	420
lecture	7	0	0	1	0.5992	6497
lecturer	3	0	0	1	0.7802	655
ledge	7	0	0	1	0.5537	540
leer	7	0	0	1	0.5701	107
leery	9	0	0	1	0.4792	144
left	4	0	0	1	0.7427	991
legacy	8	0	0	1	0.5258	9120
legal	4	0	0	1	0.7435	4800
legalise	3	0	0	1	0.752	367
legend	6	0	0	1	0.6384	4380
legislate	5	0	0	1	0.6886	1837
legislation	5	0	0	1	0.676	8203
legislative	4	0	0	1	0.7373	2802
legislator	2	0	0	1	0.8082	1689
legitimacy	5	0	0	1	0.678	3165
legitimate	5	0	0	1	0.6608	6271
leisure	6	0	0	1	0.6345	9440
lemon	1	0	0	1	0.8722	587
lend	4	0	0	1	0.745	4435
length	1	0	0	1	0.8589	1978
lens	6	0	0	1	0.61	6321
lent	4	0	0	1	0.7492	303
lentil	9	0	0	1	0.4579	214
leopard	5	0	0	1	0.6667	807
lesbian	4	0	0	1	0.7497	767
lesion	10	0	0	1	0.3941	340
lessen	4	0	0	1	0.7269	2823
lest	9	0	0	1	0.4998	9235
let	5	0	0	1	0.6787	1609
lethal	8	0	0	1	0.5223	1279
lethargy	10	0	0	1	0.3793	261
lettuce	7	0	0	1	0.5601	607
leukaemia	6	0	0	1	0.6086	327
leverage	6	0	0	1	0.6055	1891
levity	9	0	0	1	0.4936	551
lexicographer	6	0	0	1	0.6138	435
lexis	2	0	0	1	0.8065	155
liaison	9	0	0	1	0.4631	909
liar	3	0	0	1	0.7508	959
libel	10	0	0	1	0.4189	444
libelous	8	0	0	1	0.51	100
liberal	7	0	0	1	0.5679	9183
liberalism	1	0	0	1	0.8889	621
liberalize	3	0	0	1	0.7585	733
liberation	8	0	0	1	0.5473	1555
librarian	1	0	0	1	0.8542	2455
library	2	0	0	1	0.8082	1225
licence	5	0	0	1	0.6619	2499
license	7	0	0	1	0.5927	6091
lier	2	0	0	1	0.8475	236
lieu	7	0	0	1	0.5887	265
lieutenant	10	0	0	1	0.3954	1138
lifestyle	1	0	0	1	0.9402	351
lift	5	0	0	1	0.6924	5321
lighthouse	2	0	0	1	0.8487	152
lighting	2	0	0	1	0.8407	113
lightly	3	0	0	1	0.7561	164
lightning	2	0	0	1	0.8282	3213
likeability	4	0	0	1	0.7264	106
likelihood	3	0	0	1	0.7683	5049
likely	2	0	0	1	0.8231	2809
lilt	7	0	0	1	0.5574	122
lily	1	0	0	1	0.857	993
lime	8	0	0	1	0.5193	1993
limestone	3	0	0	1	0.7571	564
limit	3	0	0	1	0.7656	2078
limitation	3	0	0	1	0.7992	2191
limited	2	0	0	1	0.8201	1896
limp	9	0	0	1	0.4833	5717
lineage	7	0	0	1	0.5668	5947
linen	7	0	0	1	0.5647	5109
linesman	3	0	0	1	0.756	168
lineup	5	0	0	1	0.6869	578
linger	9	0	0	1	0.4925	7493
lingual	3	0	0	1	0.7699	917
linguist	3	0	0	1	0.7653	2476
linguistics	3	0	0	1	0.7712	542
link	4	0	0	1	0.7498	4852
linkage	2	0	0	1	0.8187	491
lion	1	0	0	1	0.8647	791
lioness	1	0	0	1	0.9427	279
lip	4	0	0	1	0.7098	2905
lipid	5	0	0	1	0.6623	151
lipstick	1	0	0	1	0.8833	454
liquid	4	0	0	1	0.7364	3638
liquidate	8	0	0	1	0.5147	373
liquor	6	0	0	1	0.6387	6382
list	4	0	0	1	0.7367	2081
listen	4	0	0	1	0.7402	435
listless	8	0	0	1	0.5302	281
literally	6	0	0	1	0.6195	7793
literary	4	0	0	1	0.7337	5670
lithosphere	3	0	0	1	0.7543	407
litigate	7	0	0	1	0.5714	112
livelihood	2	0	0	1	0.8238	3592
liveliness	4	0	0	1	0.7438	2436
liven	1	0	0	1	0.8611	108
livestock	5	0	0	1	0.6502	3096
livid	7	0	0	1	0.5977	256
living	1	0	0	1	0.872	828
lizard	4	0	0	1	0.7022	366
load	6	0	0	1	0.6202	5685
loan	6	0	0	1	0.6105	9667
loath	10	0	0	1	0.4286	553
loathe	8	0	0	1	0.5426	551
loathsome	9	0	0	1	0.486	107
lobby	7	0	0	1	0.5934	8425
lobbying	2	0	0	1	0.8107	655
lobbyist	6	0	0	1	0.6057	563
lobe	9	0	0	1	0.4922	321
lobster	5	0	0	1	0.6986	511
locality	3	0	0	1	0.7744	2948
locally	2	0	0	1	0.8272	272
location	3	0	0	1	0.7865	2529
lock	3	0	0	1	0.7911	1814
locker	1	0	0	1	0.8883	1468
lockout	8	0	0	1	0.5275	637
locomotive	7	0	0	1	0.5608	5724
locust	9	0	0	1	0.4589	414
lodging	7	0	0	1	0.587	988
lofty	7	0	0	1	0.5726	5147
log	6	0	0	1	0.64	7478
loin	5	0	0	1	0.6683	205
loiter	10	0	0	1	0.4389	401
lone	1	0	0	1	0.9045	220
loneliness	2	0	0	1	0.8438	256
lonesome	1	0	0	1	0.8647	133
long	2	0	0	1	0.8108	650
longevity	2	0	0	1	0.8034	4898
longing	5	0	0	1	0.6951	328
longitude	3	0	0	1	0.7938	3759
loom	8	0	0	1	0.5176	8345
loop	5	0	0	1	0.6511	4643
loophole	5	0	0	1	0.6832	2058
loose	4	0	0	1	0.7297	4077
loot	10	0	0	1	0.4292	1512
lope	9	0	0	1	0.4553	123
lore	7	0	0	1	0.5885	226
lorry	6	0	0	1	0.6042	5523
lose	2	0	0	1	0.8099	1026
loser	1	0	0	1	0.8952	105
loss	2	0	0	1	0.8282	2084
lost	5	0	0	1	0.6721	433
lot	4	0	0	1	0.7083	1779
lotus	5	0	0	1	0.6525	305
loudly	2	0	0	1	0.8317	410
loudspeaker	1	0	0	1	0.8803	735
loutish	6	0	0	1	0.6141	495
love	1	0	0	1	0.9636	110
lovely	1	0	0	1	0.8911	707
lower	2	0	0	1	0.8031	2179
loyalty	4	0	0	1	0.7241	4407
lubricate	8	0	0	1	0.5146	5905
lubrication	7	0	0	1	0.5759	191
lucid	9	0	0	1	0.4871	776
lucre	6	0	0	1	0.6067	773
lull	9	0	0	1	0.4561	912
lullaby	5	0	0	1	0.6869	313
lumber	7	0	0	1	0.5559	6059
lumen	5	0	0	1	0.6912	136
luminous	8	0	0	1	0.5454	1322
lump	8	0	0	1	0.5215	8986
lunacy	7	0	0	1	0.5895	190
lung	2	0	0	1	0.8272	3750
lurch	10	0	0	1	0.4473	351
lurk	9	0	0	1	0.4714	507
luscious	8	0	0	1	0.5234	384
lust	6	0	0	1	0.6406	498
luster	7	0	0	1	0.5521	509
luxuriant	7	0	0	1	0.5617	1111
luxurious	3	0	0	1	0.772	601
luxury	3	0	0	1	0.7962	7690
macabre	9	0	0	1	0.4734	169
macerate	10	0	0	1	0.4074	108
machination	8	0	0	1	0.5299	134
mackerel	9	0	0	1	0.4535	172
mackintosh	8	0	0	1	0.5027	185
macroeconomic	2	0	0	1	0.8162	234
mad	4	0	0	1	0.7261	3658
magazine	3	0	0	1	0.7658	1648
maggot	8	0	0	1	0.512	166
magic	2	0	0	1	0.8086	1505
magical	1	0	0	1	0.8539	397
magistrate	10	0	0	1	0.4014	5680
maglev	6	0	0	1	0.6489	131
magma	7	0	0	1	0.5628	693
magnesium	6	0	0	1	0.6277	282
magnetic	7	0	0	1	0.5797	6317
magnetism	4	0	0	1	0.7367	338
magnificence	7	0	0	1	0.5891	477
magnificent	8	0	0	1	0.5087	8671
magnify	8	0	0	1	0.5415	7679
magnifying	6	0	0	1	0.6471	119
maid	6	0	0	1	0.6232	5088
maiden	5	0	0	1	0.6711	5308
mailbox	1	0	0	1	0.8667	345
mailman	1	0	0	1	0.8997	768
mainland	1	0	0	1	0.869	2236
mainly	3	0	0	1	0.786	528
mainspring	3	0	0	1	0.7819	188
mainstream	2	0	0	1	0.8329	2920
maintain	7	0	0	1	0.5557	7681
maintenance	6	0	0	1	0.6338	7027
majestic	8	0	0	1	0.5074	3595
majesty	9	0	0	1	0.4931	5447
major	4	0	0	1	0.7461	3821
make	3	0	0	1	0.7726	620
maker	1	0	0	1	0.8667	345
makeup	3	0	0	1	0.7756	1239
maladministration	2	0	0	1	0.8348	224
malcontent	6	0	0	1	0.6374	171
malevolent	8	0	0	1	0.5111	495
malfunction	5	0	0	1	0.6893	708
malicious	8	0	0	1	0.538	974
malign	9	0	0	1	0.4684	664
malignancy	5	0	0	1	0.661	118
malignant	10	0	0	1	0.3915	6056
malinger	9	0	0	1	0.4528	106
malnourished	5	0	0	1	0.6881	109
malnutrition	5	0	0	1	0.6656	1537
malpractice	9	0	0	1	0.4705	2597
maltreat	5	0	0	1	0.6563	1632
mammal	4	0	0	1	0.7032	6202
manacle	9	0	0	1	0.4521	292
manage	4	0	0	1	0.7392	3389
manageable	2	0	0	1	0.8267	606
manager	2	0	0	1	0.8013	1530
mandarin	8	0	0	1	0.5214	748
mane	9	0	0	1	0.4899	345
maneuver	10	0	0	1	0.4493	4398
manger	8	0	0	1	0.5291	172
mangrove	6	0	0	1	0.6449	107
manhood	2	0	0	1	0.8421	418
mania	9	0	0	1	0.4913	1946
manic	5	0	0	1	0.6667	168
manicurist	7	0	0	1	0.5744	430
manifest	10	0	0	1	0.4082	10583
manifesto	9	0	0	1	0.4883	856
manifold	8	0	0	1	0.519	368
manipulate	9	0	0	1	0.4619	9618
manipulation	8	0	0	1	0.5358	1829
manners	6	0	0	1	0.6154	117
manpower	2	0	0	1	0.8446	1094
mantelpiece	10	0	0	1	0.4311	167
mantle	8	0	0	1	0.5378	1004
manufacturer	4	0	0	1	0.7135	5466
manufacturing	4	0	0	1	0.7458	2333
manuscript	6	0	0	1	0.641	7544
many	4	0	0	1	0.7285	512
maple	6	0	0	1	0.6033	1046
mapping	3	0	0	1	0.7621	391
marble	8	0	0	1	0.5032	5606
marginalize	4	0	0	1	0.7008	508
marginally	6	0	0	1	0.6099	405
marine	8	0	0	1	0.5379	10891
marital	6	0	0	1	0.6432	5504
maritime	5	0	0	1	0.6984	1658
mark	4	0	0	1	0.7464	3391
marked	3	0	0	1	0.7778	1760
markedly	4	0	0	1	0.7084	3155
market	3	0	0	1	0.7622	1493
marketer	1	0	0	1	0.9253	308
marketing	3	0	0	1	0.7674	4067
marketplace	1	0	0	1	0.8558	860
marking	3	0	0	1	0.7577	194
marksman	4	0	0	1	0.7331	266
marquetry	10	0	0	1	0.3747	363
married	1	0	0	1	0.8752	633
marrow	9	0	0	1	0.4526	369
marsh	9	0	0	1	0.4993	2780
marsupial	10	0	0	1	0.3614	332
mart	3	0	0	1	0.7692	143
martyr	10	0	0	1	0.393	1234
marvellous	7	0	0	1	0.5844	3826
marvelous	8	0	0	1	0.5037	6142
mascot	6	0	0	1	0.6271	472
masculinity	6	0	0	1	0.6161	310
mash	8	0	0	1	0.5261	1401
mask	4	0	0	1	0.7346	3877
mass	4	0	0	1	0.7269	7137
massage	5	0	0	1	0.6591	1678
massive	6	0	0	1	0.6412	7502
mast	9	0	0	1	0.4954	432
mastermind	4	0	0	1	0.7469	565
masterpiece	4	0	0	1	0.7003	5308
mate	4	0	0	1	0.723	5022
materialise	7	0	0	1	0.5633	529
maternity	8	0	0	1	0.5317	835
math	2	0	0	1	0.8478	473
maths	1	0	0	1	0.8819	508
mating	2	0	0	1	0.816	125
matriculation	10	0	0	1	0.2247	356
matron	8	0	0	1	0.5041	367
matter	4	0	0	1	0.7106	3943
mattress	7	0	0	1	0.5511	949
mature	7	0	0	1	0.5758	9123
maturity	5	0	0	1	0.6938	1829
maul	10	0	0	1	0.4107	280
mawkish	10	0	0	1	0.3902	164
maximise	1	0	0	1	0.9271	384
maybe	3	0	0	1	0.7589	394
mayor	5	0	0	1	0.6949	7099
mayoral	4	0	0	1	0.743	537
meager	10	0	0	1	0.412	648
meagre	10	0	0	1	0.4105	419
meander	8	0	0	1	0.5468	545
meaning	2	0	0	1	0.8094	1044
meaningful	2	0	0	1	0.8247	970
meant	2	0	0	1	0.8008	517
measles	9	0	0	1	0.4836	672
measly	5	0	0	1	0.6903	113
measure	6	0	0	1	0.6321	5490
measurement	5	0	0	1	0.6937	1482
meat	2	0	0	1	0.8125	1280
meaty	2	0	0	1	0.8257	413
mechanics	4	0	0	1	0.7101	2042
mechanisation	4	0	0	1	0.7414	263
mechanism	4	0	0	1	0.7087	7996
mechanistic	3	0	0	1	0.7972	355
mechanization	2	0	0	1	0.8206	630
median	5	0	0	1	0.6958	835
mediate	9	0	0	1	0.4522	6108
medical	3	0	0	1	0.7639	3910
medication	3	0	0	1	0.7627	2853
medicinal	3	0	0	1	0.7619	273
medieval	6	0	0	1	0.6206	6263
mediocre	9	0	0	1	0.4857	1087
meditate	9	0	0	1	0.4623	4737
meditation	8	0	0	1	0.5133	3727
medium	4	0	0	1	0.7267	6176
meek	7	0	0	1	0.5676	599
meet	3	0	0	1	0.7646	1147
meeting	2	0	0	1	0.8222	540
megalith	9	0	0	1	0.4601	1078
megamerger	4	0	0	1	0.712	125
megaphone	3	0	0	1	0.8	135
melatonin	9	0	0	1	0.4829	350
mellifluous	9	0	0	1	0.4825	143
melodrama	4	0	0	1	0.7295	281
melt	7	0	0	1	0.5965	5847
meltdown	4	0	0	1	0.7261	241
membership	2	0	0	1	0.8215	4202
membrane	8	0	0	1	0.5412	388
memo	4	0	0	1	0.7272	4142
memoir	7	0	0	1	0.5928	388
memorable	3	0	0	1	0.7786	524
memoranda	2	0	0	1	0.8069	145
memorise	1	0	0	1	0.8987	237
men	1	0	0	1	0.9744	117
mendacity	8	0	0	1	0.5161	124
menopause	7	0	0	1	0.5569	246
mentally	4	0	0	1	0.7305	334
mentor	8	0	0	1	0.5164	5139
mercantile	7	0	0	1	0.5892	426
merchandise	8	0	0	1	0.5445	5420
merchant	6	0	0	1	0.6001	6519
merciful	6	0	0	1	0.6184	1174
merciless	4	0	0	1	0.7216	273
mercury	9	0	0	1	0.456	5447
meretricious	10	0	0	1	0.2846	123
merge	7	0	0	1	0.5543	6069
